"zip","NPI","index","order","city","state"
"28212","1982729166",10300,31476,"Charlotte","NC"
"28025","1992096960",10301,31608,"Concord","NC"
"28001","1992770515",10302,31626,"Albemarle","NC"
"28025","1992794291",10303,31606,"Concord","NC"
"39466","1023121555",10304,27389,"Picayune","MS"
"39401","1043223639",10305,27308,"Hattiesburg","MS"
"38751","1083639744",10306,26296,"Indianola","MS"
"39402","1093719601",10307,27311,"Hattiesburg","MS"
"39402","1093887945",10308,27340,"Hattiesburg","MS"
"39402","1124023098",10309,27333,"Hattiesburg","MS"
"39401","1174546345",10310,27326,"Hattiesburg","MS"
"17112","1174813646",10311,27391,"Harrisburg","PA"
"39401","1205844560",10312,27364,"Hattiesburg","MS"
"39466","1215164769",10313,27390,"Picayune","MS"
"39367","1215928122",10314,27348,"Waynesboro","MS"
"39452","1215976022",10315,26710,"Lucedale","MS"
"39401","1265631907",10316,27318,"Hattiesburg","MS"
"39367","1265744270",10317,27346,"Waynesboro","MS"
"39401","1275547564",10318,27335,"Hattiesburg","MS"
"39367","1275762320",10319,27344,"Waynesboro","MS"
"39401","1285748137",10320,27325,"Hattiesburg","MS"
"39402","1295708295",10321,27336,"Hattiesburg","MS"
"39401","1295843449",10322,27328,"Hattiesburg","MS"
"39401","1326152232",10323,27343,"Hattiesburg","MS"
"39401","1336151976",10324,27291,"Hattiesburg","MS"
"39476","1336191246",10325,27337,"Richton","MS"
"39367","1336378819",10326,27349,"Waynesboro","MS"
"39428","1336398510",10327,27338,"Collins","MS"
"39667","1346238359",10328,27317,"Tylertown","MS"
"39402","1356345979",10329,27297,"Hattiesburg","MS"
"39117","1386844066",10330,27272,"Morton","MS"
"39401","1396980116",10331,27324,"Hattiesburg","MS"
"39401","1427095579",10332,27374,"Hattiesburg","MS"
"39401","1427164235",10333,27341,"Hattiesburg","MS"
"39401","1437166832",10334,27293,"Hattiesburg","MS"
"39401","1447365606",10335,27306,"Hattiesburg","MS"
"39667","1508170853",10336,27360,"Tylertown","MS"
"39428","1508860214",10337,27351,"Collins","MS"
"39401","1528176823",10338,27319,"Hattiesburg","MS"
"39652","1588608509",10339,27334,"Magnolia","MS"
"39402","1598736605",10340,27352,"Hattiesburg","MS"
"39667","1649227745",10341,27081,"Tylertown","MS"
"39401","1669488979",10342,27295,"Hattiesburg","MS"
"39440","1679681894",10343,27372,"Laurel","MS"
"39652","1689781007",10344,27168,"Magnolia","MS"
"39367","1699718981",10345,27345,"Waynesboro","MS"
"39111","1700978889",10346,27186,"Magee","MS"
"39667","1710205034",10347,27361,"Tylertown","MS"
"39425","1720274327",10348,27362,"Brooklyn","MS"
"39401","1730197054",10349,27294,"Hattiesburg","MS"
"39401","1790797389",10350,27312,"Hattiesburg","MS"
"39401","1801006960",10351,27339,"Hattiesburg","MS"
"39402","1821032236",10352,27353,"Hattiesburg","MS"
"39401","1821107491",10353,27356,"Hattiesburg","MS"
"39401","1831105980",10354,27299,"Hattiesburg","MS"
"39401","1831176460",10355,27302,"Hattiesburg","MS"
"39476","1851433585",10356,27350,"Richton","MS"
"39654","1851463707",10357,27172,"Monticello","MS"
"39367","1851488514",10358,27347,"Waynesboro","MS"
"39401","1851602569",10359,27357,"Hattiesburg","MS"
"39401","1861416042",10360,27359,"Hattiesburg","MS"
"39402","1881685782",10361,27355,"Hattiesburg","MS"
"39402","1932164456",10362,27358,"Hattiesburg","MS"
"39401","1942267281",10363,27190,"Hattiesburg","MS"
"39193","1942384300",10364,27187,"Whitfield","MS"
"39111","1962451518",10365,27189,"Magee","MS"
"39401","1962517276",10366,27331,"Hattiesburg","MS"
"39402","1982669636",10367,27354,"Hattiesburg","MS"
"48230","1376593079",10368,21060,"Grosse Pointe","MI"
"45434","1073514568",10369,15794,"Dayton","OH"
"45220","1548224280",10370,19587,"Cincinnati","OH"
"45219","1821000225",10371,19583,"Cincinnati","OH"
"98034","1053450627",10372,35674,"Kirkland","WA"
"98034","1629170634",10373,35764,"Kirkland","WA"
"98034","1780769703",10374,35676,"Kirkland","WA"
"98034","1851373799",10375,35685,"Kirkland","WA"
"30076","1164448809",10376,28364,"Roswell","GA"
"30076","1730344094",10377,28365,"Roswell","GA"
"30076","1891716379",10378,28368,"Roswell","GA"
"35601","1003844754",10379,28235,"Decatur","AL"
"70121","1023076650",10380,28259,"New Orleans","LA"
"35603","1053392795",10381,28233,"Decatur","AL"
"35640","1063608727",10382,28245,"Hartselle","AL"
"35650","1093701849",10383,28067,"Moulton","AL"
"35650","1154472355",10384,28070,"Moulton","AL"
"35601","1174834188",10385,28244,"Decatur","AL"
"35603","1215998430",10386,28256,"Decatur","AL"
"35640","1235123407",10387,28258,"Hartselle","AL"
"35601","1235449133",10388,28236,"Decatur","AL"
"35640","1255326229",10389,28253,"Hartselle","AL"
"35601","1255441705",10390,28248,"Decatur","AL"
"35802","1285849729",10391,28250,"Huntsville","AL"
"35603","1316965908",10392,28263,"Decatur","AL"
"35601","1326201443",10393,28239,"Decatur","AL"
"35650","1366416943",10394,28069,"Moulton","AL"
"35603","1427062173",10395,28246,"Decatur","AL"
"35802","1467471003",10396,28268,"Huntsville","AL"
"35603","1467514026",10397,28264,"Decatur","AL"
"35603","1477641553",10398,28234,"Decatur","AL"
"35601","1508029620",10399,28243,"Decatur","AL"
"35650","1508892357",10400,28068,"Moulton","AL"
"35640","1518951698",10401,28251,"Hartselle","AL"
"35601","1538232574",10402,28265,"Decatur","AL"
"35640","1578524369",10403,28249,"Hartselle","AL"
"35801","1588690481",10404,28047,"Huntsville","AL"
"35620","1619917762",10405,28049,"Elkmont","AL"
"35603","1669405593",10406,28257,"Decatur","AL"
"35601","1700823697",10407,28252,"Decatur","AL"
"35601","1790793412",10408,28242,"Decatur","AL"
"35758","1861726481",10409,28237,"Madison","AL"
"35603","1881688968",10410,28247,"Decatur","AL"
"32610","1205949104",10411,30998,"Gainesville","FL"
"32608","1306157458",10412,31001,"Gainesville","FL"
"32608","1366760647",10413,31000,"Gainesville","FL"
"32610","1497984447",10414,30999,"Gainesville","FL"
"77450","1003844820",10415,9735,"Katy","TX"
"34288","1104878016",10416,30914,"North Port","FL"
"33950","1174669246",10417,30902,"Punta Gorda","FL"
"34288","1467492496",10418,30909,"North Port","FL"
"33948","1568457547",10419,30896,"Port Charlotte","FL"
"33957","1710178280",10420,30657,"Sanibel","FL"
"33952","1801977129",10421,30908,"Port Charlotte","FL"
"33950","1871586511",10422,30903,"Punta Gorda","FL"
"74010","1003844952",10423,3826,"Bristow","OK"
"74063","1356364376",10424,3822,"Sand Springs","OK"
"74010","1356594998",10425,3825,"Bristow","OK"
"74063","1518980531",10426,3823,"Sand Springs","OK"
"74030","1588656094",10427,3267,"Drumright","OK"
"74030","1871563015",10428,3268,"Drumright","OK"
"08103","1235440819",10429,25018,"Camden","NJ"
"97701","1093850919",10430,16917,"Bend","OR"
"27610","1700096161",10431,32641,"Raleigh","NC"
"27526","1952367799",10432,32642,"Fuquay Varina","NC"
"27713","1982622718",10433,32648,"Durham","NC"
"45320","1023102084",10434,15743,"Eaton","OH"
"46260","1043210453",10435,15734,"Indianapolis","IN"
"45331","1104828557",10436,15765,"Greenville","OH"
"47374","1124001458",10437,15740,"Richmond","IN"
"47394","1235121963",10438,15737,"Winchester","IN"
"45320","1689789869",10439,15747,"Eaton","OH"
"45311","1710089800",10440,15721,"Camden","OH"
"45320","1750456547",10441,15746,"Eaton","OH"
"60607","1871688853",10442,12058,"Chicago","IL"
"47331","1881653053",10443,15741,"Connersville","IN"
"47331","1922090216",10444,15745,"Connersville","IN"
"43512","1033102918",10445,15201,"Defiance","OH"
"43506","1073595757",10446,15187,"Bryan","OH"
"43506","1073780441",10447,15196,"Bryan","OH"
"43506","1144259599",10448,15192,"Bryan","OH"
"43506","1235176678",10449,15193,"Bryan","OH"
"43506","1306874250",10450,15197,"Bryan","OH"
"43506","1326172495",10451,15203,"Bryan","OH"
"43543","1376573964",10452,15198,"Montpelier","OH"
"43506","1407010630",10453,15190,"Bryan","OH"
"43506","1447286166",10454,15189,"Bryan","OH"
"43526","1508864380",10455,15204,"Hicksville","OH"
"43506","1558399097",10456,16826,"Bryan","OH"
"43506","1578504262",10457,15188,"Bryan","OH"
"43506","1598793010",10458,15205,"Bryan","OH"
"43506","1659663052",10459,15199,"Bryan","OH"
"43543","1720029564",10460,15191,"Montpelier","OH"
"43506","1740446483",10461,15200,"Bryan","OH"
"43506","1841227956",10462,15202,"Bryan","OH"
"43512","1841298296",10463,16686,"Defiance","OH"
"43506","1902834427",10464,16828,"Bryan","OH"
"43506","1972611333",10465,15194,"Bryan","OH"
"47250","1316976855",10466,18477,"Madison","IN"
"47170","1568452696",10467,18383,"Scottsburg","IN"
"60525","1144439456",10468,12155,"La Grange","IL"
"29078","1013969245",10469,35378,"Lugoff","SC"
"29020","1053532309",10470,35379,"Camden","SC"
"29078","1134197155",10471,35380,"Lugoff","SC"
"29078","1255425393",10472,35376,"Lugoff","SC"
"29020","1366494197",10473,35377,"Camden","SC"
"40215","1003861162",10474,17056,"Louisville","KY"
"40475","1033118864",10475,17055,"Richmond","KY"
"40503","1053573246",10476,17118,"Lexington","KY"
"40504","1063704674",10477,17074,"Lexington","KY"
"40509","1114916863",10478,17035,"Lexington","KY"
"33607","1124058730",10479,30001,"Tampa","FL"
"40504","1124165972",10480,17145,"Lexington","KY"
"40517","1124227723",10481,17124,"Lexington","KY"
"40223","1174620777",10482,17149,"Louisville","KY"
"40403","1215913520",10483,17032,"Berea","KY"
"40504","1245266857",10484,17080,"Lexington","KY"
"40504","1265467856",10485,17075,"Lexington","KY"
"40504","1316965700",10486,17065,"Lexington","KY"
"40215","1326066002",10487,17084,"Louisville","KY"
"40503","1346293198",10488,17117,"Lexington","KY"
"40509","1366452195",10489,17129,"Lexington","KY"
"40215","1386623601",10490,17050,"Louisville","KY"
"40504","1396763041",10491,17069,"Lexington","KY"
"40504","1407887979",10492,17077,"Lexington","KY"
"40504","1417904293",10493,17057,"Lexington","KY"
"41041","1457342354",10494,17241,"Flemingsburg","KY"
"40422","1548271489",10495,17221,"Danville","KY"
"40508","1558394486",10496,17086,"Lexington","KY"
"40509","1619972171",10497,17130,"Lexington","KY"
"40215","1619974805",10498,17036,"Louisville","KY"
"40347","1619978830",10499,17220,"Midway","KY"
"40511","1629054952",10500,17259,"Lexington","KY"
"40513","1669473864",10501,17082,"Lexington","KY"
"40208","1679637565",10502,17087,"Louisville","KY"
"40391","1689639239",10503,17139,"Winchester","KY"
"40504","1689698037",10504,17081,"Lexington","KY"
"40509","1699770156",10505,17128,"Lexington","KY"
"40504","1699887398",10506,17058,"Lexington","KY"
"40504","1750383204",10507,17102,"Lexington","KY"
"40503","1750519922",10508,17119,"Lexington","KY"
"41056","1760434203",10509,17244,"Maysville","KY"
"40509","1790780286",10510,17121,"Lexington","KY"
"40504","1790786903",10511,17103,"Lexington","KY"
"40509","1801891353",10512,17123,"Lexington","KY"
"40336","1881602563",10513,17053,"Irvine","KY"
"40513","1902906464",10514,17051,"Lexington","KY"
"40517","1942425426",10515,17133,"Lexington","KY"
"40391","1952312241",10516,17138,"Winchester","KY"
"40508","1992749873",10517,17093,"Lexington","KY"
"44305","1649465071",10518,15638,"Akron","OH"
"71075","1023082542",10519,27878,"Springhill","LA"
"71291","1033148663",10520,27802,"West Monroe","LA"
"71055","1134167877",10521,27769,"Minden","LA"
"71291","1194736447",10522,27799,"West Monroe","LA"
"71303","1194836189",10523,27808,"Alexandria","LA"
"71101","1215092416",10524,27748,"Shreveport","LA"
"71103","1699759704",10525,27126,"Shreveport","LA"
"71103","1811900590",10526,27875,"Shreveport","LA"
"71261","1972690741",10527,27810,"Mer Rouge","LA"
"44109","1275522765",10528,16956,"Cleveland","OH"
"44109","1376632158",10529,19505,"Cleveland","OH"
"44133","1467439513",10530,11844,"North Royalton","OH"
"75225","1003846445",10531,8640,"Dallas","TX"
"75225","1083647812",10532,8659,"Dallas","TX"
"75225","1295961456",10533,8664,"Dallas","TX"
"75225","1417243247",10534,8711,"Dallas","TX"
"75225","1598787996",10535,8650,"Dallas","TX"
"75225","1760457857",10536,8657,"Dallas","TX"
"75225","1861426751",10537,8638,"Dallas","TX"
"75225","1871527424",10538,8656,"Dallas","TX"
"75078","1902866163",10539,8710,"Prosper","TX"
"40422","1083684310",10540,17225,"Danville","KY"
"40504","1104979038",10541,17193,"Lexington","KY"
"40351","1124019716",10542,17291,"Morehead","KY"
"40422","1124038047",10543,17223,"Danville","KY"
"41031","1124055876",10544,17253,"Cynthiana","KY"
"40504","1245259035",10545,17200,"Lexington","KY"
"40422","1275642860",10546,17224,"Danville","KY"
"41101","1285661462",10547,17733,"Ashland","KY"
"40360","1417113226",10548,17294,"Owingsville","KY"
"41465","1447247978",10549,17802,"Salyersville","KY"
"40701","1477792489",10550,17737,"Corbin","KY"
"42503","1528151685",10551,17268,"Somerset","KY"
"42503","1609840073",10552,17261,"Somerset","KY"
"40508","1871544817",10553,17222,"Lexington","KY"
"41472","1881798502",10554,17316,"West Liberty","KY"
"41472","1952629842",10555,17317,"West Liberty","KY"
"19382","1043258791",10556,23292,"West Chester","PA"
"19365","1063587558",10557,23283,"Parkesburg","PA"
"19335","1073657334",10558,23275,"Downingtown","PA"
"19518","1154426500",10559,23279,"Douglassville","PA"
"19365","1164406344",10560,23287,"Parkesburg","PA"
"19380","1497714638",10561,23284,"West Chester","PA"
"19335","1497725709",10562,23276,"Downingtown","PA"
"19380","1548229503",10563,23289,"West Chester","PA"
"19087","1558354662",10564,23278,"Wayne","PA"
"17509","1568420669",10565,23290,"Christiana","PA"
"19365","1598749012",10566,23282,"Parkesburg","PA"
"19365","1790765303",10567,23288,"Parkesburg","PA"
"19365","1790769172",10568,23280,"Parkesburg","PA"
"19372","1811949381",10569,23281,"Thorndale","PA"
"19344","1871574293",10570,23286,"Honey Brook","PA"
"24382","1003846833",10571,33363,"Wytheville","VA"
"24382","1932119468",10572,33361,"Wytheville","VA"
"24382","1992776538",10573,33366,"Wytheville","VA"
"76104","1477588200",10574,9240,"Fort Worth","TX"
"61364","1053310557",10575,13261,"Streator","IL"
"62550","1053516971",10576,13252,"Moweaqua","IL"
"62681","1174790042",10577,18412,"Rushville","IL"
"61364","1316123953",10578,13262,"Streator","IL"
"61364","1346346236",10579,13245,"Streator","IL"
"61911","1467445130",10580,13254,"Arthur","IL"
"62549","1477555738",10581,13242,"Mt Zion","IL"
"62703","1497851232",10582,13255,"Springfield","IL"
"62550","1568474823",10583,13253,"Moweaqua","IL"
"61364","1578565701",10584,13243,"Streator","IL"
"61727","1871599522",10585,13240,"Clinton","IL"
"62521","1942292412",10586,13263,"Decatur","IL"
"98408","1003847179",10587,35991,"Tacoma","WA"
"98408","1427089689",10588,35938,"Tacoma","WA"
"98408","1467483628",10589,35941,"Tacoma","WA"
"98408","1578596847",10590,36038,"Tacoma","WA"
"29720","1013901925",10591,31551,"Lancaster","SC"
"29720","1053316943",10592,31548,"Lancaster","SC"
"29180","1134175557",10593,31546,"Winnsboro","SC"
"29720","1235152349",10594,31556,"Lancaster","SC"
"29720","1386641728",10595,31549,"Lancaster","SC"
"29720","1609860527",10596,31555,"Lancaster","SC"
"29720","1609995570",10597,31557,"Lancaster","SC"
"29720","1801880711",10598,31552,"Lancaster","SC"
"29720","1801913264",10599,31553,"Lancaster","SC"
"29720","1891955969",10600,31554,"Lancaster","SC"
"55805","1013985142",10601,7489,"Duluth","MN"
"55805","1023043908",10602,7500,"Duluth","MN"
"55807","1033140660",10603,7448,"Duluth","MN"
"55616","1033144894",10604,7636,"Two Harbors","MN"
"54843","1043241680",10605,7507,"Hayward","WI"
"55805","1043241730",10606,7480,"Duluth","MN"
"55792","1053480103",10607,7454,"Virginia","MN"
"55731","1073527651",10608,7466,"Ely","MN"
"55811","1073546263",10609,7437,"Duluth","MN"
"55072","1083652275",10610,7593,"Sandstone","MN"
"55805","1104837863",10611,7467,"Duluth","MN"
"54880","1104852615",10612,7435,"Superior","WI"
"56672","1114125317",10613,7461,"Remer","MN"
"55805","1114942737",10614,7459,"Duluth","MN"
"56636","1134295538",10615,7443,"Deer River","MN"
"54843","1144251166",10616,7503,"Hayward","WI"
"54801","1154458537",10617,7515,"Spooner","WI"
"55805","1164441770",10618,7462,"Duluth","MN"
"54843","1174554711",10619,7504,"Hayward","WI"
"55805","1174732952",10620,7526,"Duluth","MN"
"55812","1194756882",10621,7491,"Duluth","MN"
"55807","1205882594",10622,7469,"Duluth","MN"
"54843","1205905452",10623,7508,"Hayward","WI"
"54880","1225250343",10624,7505,"Superior","WI"
"55805","1225398498",10625,7546,"Duluth","MN"
"55812","1255309738",10626,7578,"Duluth","MN"
"55805","1275557985",10627,7485,"Duluth","MN"
"55805","1275568156",10628,7490,"Duluth","MN"
"55805","1285668855",10629,7447,"Duluth","MN"
"54806","1295786325",10630,7536,"Ashland","WI"
"55072","1295957116",10631,7477,"Sandstone","MN"
"54880","1316981327",10632,7433,"Superior","WI"
"55805","1326134529",10633,7481,"Duluth","MN"
"55705","1366549495",10634,7457,"Aurora","MN"
"54806","1366761736",10635,7544,"Ashland","WI"
"54814","1376531871",10636,7535,"Bayfield","WI"
"55805","1386662542",10637,7494,"Duluth","MN"
"54880","1386870624",10638,7436,"Superior","WI"
"55805","1396036893",10639,7652,"Duluth","MN"
"55805","1396710174",10640,7487,"Duluth","MN"
"55805","1417021502",10641,7581,"Duluth","MN"
"56672","1417989351",10642,7473,"Remer","MN"
"55805","1427008259",10643,7470,"Duluth","MN"
"55805","1437419603",10644,7601,"Duluth","MN"
"55805","1447276514",10645,7468,"Duluth","MN"
"55805","1457385130",10646,7483,"Duluth","MN"
"55805","1457458531",10647,7463,"Duluth","MN"
"55805","1467418558",10648,7493,"Duluth","MN"
"54806","1467460980",10649,7538,"Ashland","WI"
"54880","1477599074",10650,7519,"Superior","WI"
"54806","1487605804",10651,7529,"Ashland","WI"
"55072","1487668034",10652,7478,"Sandstone","MN"
"54880","1497799464",10653,7434,"Superior","WI"
"56672","1508186362",10654,7479,"Remer","MN"
"55805","1508881186",10655,7438,"Duluth","MN"
"55805","1518259027",10656,7618,"Duluth","MN"
"55805","1518971118",10657,7471,"Duluth","MN"
"55807","1528003753",10658,7498,"Duluth","MN"
"55805","1548290257",10659,7488,"Duluth","MN"
"55804","1548351406",10660,7442,"Duluth","MN"
"55805","1578505210",10661,7464,"Duluth","MN"
"55805","1578589255",10662,7474,"Duluth","MN"
"55805","1588693238",10663,7449,"Duluth","MN"
"55792","1588698237",10664,7458,"Virginia","MN"
"56672","1609805456",10665,7444,"Remer","MN"
"55792","1609895226",10666,7602,"Virginia","MN"
"55805","1629022397",10667,7440,"Duluth","MN"
"55805","1649206012",10668,7460,"Duluth","MN"
"55805","1659397420",10669,7499,"Duluth","MN"
"54806","1659548584",10670,7534,"Ashland","WI"
"55805","1699765206",10671,7603,"Duluth","MN"
"55744","1699966184",10672,7565,"Grand Rapids","MN"
"55616","1700854262",10673,7640,"Two Harbors","MN"
"55805","1720151004",10674,7465,"Duluth","MN"
"54843","1730193442",10675,7510,"Hayward","WI"
"55807","1770551335",10676,7497,"Duluth","MN"
"54806","1770717795",10677,7540,"Ashland","WI"
"55805","1780663559",10678,7455,"Duluth","MN"
"54806","1790736254",10679,7530,"Ashland","WI"
"55811","1811122153",10680,7452,"Duluth","MN"
"55792","1811920564",10681,7495,"Virginia","MN"
"54880","1811939135",10682,7516,"Superior","WI"
"55720","1831176759",10683,7615,"Cloquet","MN"
"54847","1831393958",10684,7084,"Iron River","WI"
"55805","1841212487",10685,7620,"Duluth","MN"
"55805","1841225778",10686,7472,"Duluth","MN"
"55720","1851473185",10687,7611,"Cloquet","MN"
"54880","1851503635",10688,7518,"Superior","WI"
"55805","1861406522",10689,7482,"Duluth","MN"
"55805","1861410102",10690,7446,"Duluth","MN"
"55805","1861568024",10691,7496,"Duluth","MN"
"55805","1871528737",10692,7579,"Duluth","MN"
"55805","1881645356",10693,7476,"Duluth","MN"
"55805","1891709531",10694,7453,"Duluth","MN"
"54843","1902073836",10695,7506,"Hayward","WI"
"56649","1902819626",10696,7584,"International Falls","MN"
"55805","1912958448",10697,7456,"Duluth","MN"
"55805","1922037688",10698,7450,"Duluth","MN"
"54801","1922062785",10699,7517,"Spooner","WI"
"56672","1922233261",10700,7451,"Remer","MN"
"55805","1942299227",10701,7475,"Duluth","MN"
"55805","1962420299",10702,7441,"Duluth","MN"
"54806","1972511418",10703,7541,"Ashland","WI"
"55805","1972531291",10704,7439,"Duluth","MN"
"56672","1972536373",10705,7486,"Remer","MN"
"55805","1982694220",10706,7501,"Duluth","MN"
"55805","1982778064",10707,7445,"Duluth","MN"
"56628","1982810164",10708,7589,"Bigfork","MN"
"13126","1669615308",10709,25450,"Oswego","NY"
"49203","1336179415",10710,20801,"Jackson","MI"
"75783","1629004684",10711,9407,"Quitman","TX"
"44195","1174618995",10712,11838,"Cleveland","OH"
"47710","1346209798",10713,18541,"Evansville","IN"
"12208","1912941410",10714,22357,"Albany","NY"
"10940","1295906832",10715,22913,"Middletown","NY"
"89074","1073595435",10716,31751,"Henderson","NV"
"89074","1902088503",10717,31747,"Henderson","NV"
"18951","1003848292",10718,24364,"Quakertown","PA"
"49120","1033195748",10719,20343,"Niles","MI"
"49107","1457313926",10720,20344,"Buchanan","MI"
"49107","1700990074",10721,20341,"Buchanan","MI"
"28401","1164503785",10722,32558,"Wilmington","NC"
"28411","1457347627",10723,32560,"Wilmington","NC"
"28454","1528099462",10724,32559,"Maple Hill","NC"
"28349","1619963121",10725,32277,"Kenansville","NC"
"32605","1053600908",10726,30924,"Gainesville","FL"
"32605","1487898839",10727,30931,"Gainesville","FL"
"34474","1609862234",10728,31059,"Ocala","FL"
"32605","1669418323",10729,31066,"Gainesville","FL"
"34474","1801866918",10730,30925,"Ocala","FL"
"32605","1831488972",10731,30955,"Gainesville","FL"
"41017","1003848763",10732,21517,"Ft Mitchell","KY"
"41017","1265671408",10733,21519,"Ft Mitchell","KY"
"41017","1285688499",10734,21523,"Ft Mitchell","KY"
"41017","1528261914",10735,21520,"Ft Mitchell","KY"
"41017","1588618193",10736,21609,"Ft Mitchell","KY"
"41017","1588794556",10737,21550,"Ft Mitchell","KY"
"41017","1659318855",10738,21551,"Ft Mitchell","KY"
"41017","1710126636",10739,21521,"Ft Mitchell","KY"
"41017","1780621961",10740,21531,"Ft Mitchell","KY"
"41017","1841234804",10741,21530,"Ft Mitchell","KY"
"35233","1164439576",10742,27947,"Birmingham","AL"
"35233","1275568966",10743,27951,"Birmingham","AL"
"35233","1386671501",10744,27946,"Birmingham","AL"
"35022","1487756300",10745,28005,"Bessemer","AL"
"35233","1548203474",10746,27945,"Birmingham","AL"
"35233","1548424385",10747,27944,"Birmingham","AL"
"35233","1629098363",10748,27949,"Birmingham","AL"
"35233","1689887820",10749,27948,"Birmingham","AL"
"35233","1740211085",10750,27943,"Birmingham","AL"
"35233","1861469546",10751,27941,"Birmingham","AL"
"35233","1861676967",10752,27942,"Birmingham","AL"
"35233","1912193061",10753,33039,"Birmingham","AL"
"35233","1952586406",10754,27953,"Birmingham","AL"
"31701","1053304634",10755,31323,"Albany","GA"
"31701","1134383730",10756,31338,"Albany","GA"
"31791","1205811262",10757,31330,"Sylvester","GA"
"48502","1003848979",10758,19690,"Flint","MI"
"48502","1053354613",10759,19654,"Flint","MI"
"48502","1144245218",10760,19681,"Flint","MI"
"48502","1144398934",10761,19664,"Flint","MI"
"48502","1588766224",10762,19655,"Flint","MI"
"48502","1629380696",10763,19659,"Flint","MI"
"48502","1760584593",10764,19671,"Flint","MI"
"48502","1841222080",10765,19729,"Flint","MI"
"48502","1871531848",10766,19658,"Flint","MI"
"48502","1881796605",10767,19672,"Flint","MI"
"48502","1922394782",10768,19682,"Flint","MI"
"48502","1972677698",10769,19657,"Flint","MI"
"48502","1982689535",10770,19663,"Flint","MI"
"48502","1982997326",10771,19689,"Flint","MI"
"33852","1154387967",10772,30028,"Lake Placid","FL"
"33852","1225027311",10773,30030,"Lake Placid","FL"
"33876","1265449987",10774,30034,"Sebring","FL"
"34202","1366749731",10775,30763,"Bradenton","FL"
"34219","1376510933",10776,30760,"Parrish","FL"
"33852","1376591842",10777,30023,"Lake Placid","FL"
"33873","1609004902",10778,30041,"Wauchula","FL"
"33870","1720001209",10779,30024,"Sebring","FL"
"33852","1932137957",10780,30032,"Lake Placid","FL"
"73507","1053389742",10781,3203,"Lawton","OK"
"73533","1215903703",10782,3214,"Duncan","OK"
"73505","1609862903",10783,2962,"Lawton","OK"
"73573","1891791406",10784,3244,"Waurika","OK"
"55060","1114950193",10785,7808,"Owatonna","MN"
"55060","1124067681",10786,7798,"Owatonna","MN"
"55122","1285691840",10787,7810,"Saint Paul","MN"
"55060","1306803135",10788,7811,"Owatonna","MN"
"55021","1629174503",10789,7799,"Faribault","MN"
"55060","1649204645",10790,7809,"Owatonna","MN"
"78643","1154303725",10791,10281,"Llano","TX"
"78643","1174505796",10792,10277,"Llano","TX"
"78643","1366426595",10793,10275,"Llano","TX"
"53209","1295765170",10794,6651,"Milwaukee","WI"
"53209","1538191168",10795,6653,"Milwaukee","WI"
"53092","1689817959",10796,6652,"Thiensville","WI"
"60033","1891842506",10797,12115,"Harvard","IL"
"17101","1396702197",10798,24343,"Harrisburg","PA"
"17112","1548405913",10799,24296,"Harrisburg","PA"
"17602","1003849928",10800,24556,"Lancaster","PA"
"17602","1174548820",10801,24557,"Lancaster","PA"
"17602","1598797227",10802,24582,"Lancaster","PA"
"17602","1659313419",10803,24629,"Lancaster","PA"
"78666","1538150065",10804,11339,"San Marcos","TX"
"78654","1578535787",10805,10774,"Marble Falls","TX"
"15237","1699733816",10806,23353,"Pittsburgh","PA"
"15801","1962465427",10807,23902,"Du Bois","PA"
"29706","1063426955",10808,31531,"Chester","SC"
"24382","1083870455",10809,33359,"Wytheville","VA"
"29706","1366477788",10810,31532,"Chester","SC"
"24382","1508996836",10811,33365,"Wytheville","VA"
"29732","1962637827",10812,31533,"Rock Hill","SC"
"24382","1972622181",10813,33364,"Wytheville","VA"
"29003","1043275282",10814,35412,"Bamberg","SC"
"29180","1174546287",10815,31547,"Winnsboro","SC"
"29944","1467413682",10816,31311,"Varnville","SC"
"29180","1669495917",10817,35289,"Winnsboro","SC"
"29180","1730142266",10818,35392,"Winnsboro","SC"
"29203","1750333050",10819,35367,"Columbia","SC"
"29944","1881644557",10820,31313,"Varnville","SC"
"29180","1912913435",10821,35287,"Winnsboro","SC"
"29944","1972605194",10822,31312,"Varnville","SC"
"48854","1003850603",10823,20013,"Mason","MI"
"48854","1245364504",10824,20086,"Mason","MI"
"48912","1306871090",10825,19970,"Lansing","MI"
"49201","1629005970",10826,20108,"Jackson","MI"
"48823","1851617856",10827,19961,"East Lansing","MI"
"48823","1942373089",10828,19971,"East Lansing","MI"
"48823","1972815272",10829,19964,"East Lansing","MI"
"54904","1043327265",10830,6145,"Oshkosh","WI"
"54904","1124010749",10831,6403,"Oshkosh","WI"
"53233","1467569426",10832,6412,"Milwaukee","WI"
"53233","1598713026",10833,6411,"Milwaukee","WI"
"54904","1639188782",10834,6406,"Oshkosh","WI"
"54904","1700870607",10835,6407,"Oshkosh","WI"
"54115","1710092978",10836,6404,"De Pere","WI"
"54115","1801980602",10837,6405,"De Pere","WI"
"54904","1851408470",10838,6413,"Oshkosh","WI"
"53233","1861509309",10839,6410,"Milwaukee","WI"
"54904","1942315999",10840,6416,"Oshkosh","WI"
"54904","1962517011",10841,6409,"Oshkosh","WI"
"53233","1972610426",10842,6408,"Milwaukee","WI"
"44646","1033127436",10843,24462,"Massillon","OH"
"44614","1043295892",10844,24442,"Canal Fulton","OH"
